,siren,effectifs,code_specialite_1,nb_stagiaires_1,nb_heures_stagiaires_1, 
37775,818315756,1,320.0,0,0, 
86942,750946899,0,124.0,0,0, 
37779,510125149,1,310.0,0,0, 
86941,808010508,0,325.0,0,0, 
37781,835098674,0,131.0,0,0, 
37784,507879369,0,311.0,0,0, 
37785,488494030,0,230.0,0,0, 
37746,499501344,2,315.0,0,0, 
86949,532572245,1,124.0,0,0, 
37745,520603341,1,313.0,0,0, 
37742,808718837,1,333.0,0,0, 
37708,487916892,1,344.0,0,0, 
37711,452806813,1,201.0,0,0, 
37714,840550578,0,333.0,0,0, 
37716,831518816,0,232.0,0,0, 
37718,845269505,0,415.0,0,0, 
37721,832231641,0,128.0,0,0, 
37723,824004089,0,120.0,0,0, 
37726,517831749,1,250.0,0,0, 
37727,829670157,1,412.0,0,0, 
37729,832507917,0,335.0,0,0, 
37730,501719918,0,415.0,0,0, 
37732,452664188,1,134.0,0,0, 
37733,792820490,0,312.0,0,0, 
37734,524629953,0,312.0,0,0, 
37735,819953480,0,310.0,0,0, 
37738,850806779,0,314.0,0,0, 
37739,827660275,0,333.0,0,0, 
37740,537829285,1,315.0,0,0, 
37741,794150664,0,124.0,0,0, 
37744,521387605,0,124.0,0,0, 
86914,500791025,0,134.0,0,0, 
38005,776741902,8,332.0,0,0, 
86912,833452741,0,100.0,0,0, 
38248,523312791,1,333.0,0,0, 
38251,824048938,1,250.0,0,0, 
38252,529463473,0,344.0,0,0, 
38253,515352664,1,111.0,0,0, 
38255,451003156,8,227.0,0,0, 
38261,848237228,0,333.0,0,0, 
38263,845354661,0,315.0,0,0, 
38264,432521664,0,333.0,0,0, 
38270,850460783,0,255.0,0,0, 
38271,851295022,0,310.0,0,0, 
38275,749844114,2,232.0,0,0, 
38277,878999093,0,131.0,0,0, 
38279,818264558,1,100.0,0,0, 
38282,533639654,1,312.0,0,0, 
38285,401003207,4,314.0,0,0, 
38287,520795014,1,311.0,0,0, 
38289,811048115,0,300.0,0,0, 
38291,187512652,107,333.0,0,0, 
38293,841499874,0,310.0,0,0, 
86878,518801113,1,333.0,0,0, 
38299,451517528,0,326.0,0,0, 
38245,819410648,3,255.0,0,0, 
38242,522243260,2,100.0,0,0, 
38205,490801065,0,136.0,0,0, 
38208,819168550,1,211.0,0,0, 
38212,790063457,1,336.0,0,0, 
38213,829380377,0,333.0,0,0, 
38214,511533267,0,331.0,0,0, 
38216,539263038,1,100.0,0,0, 
38218,521545533,1,315.0,0,0, 
86882,793515024,1,112.0,0,0, 
38225,483963674,1,310.0,0,0, 
38226,809803893,1,314.0,0,0, 
38230,491894234,0,315.0,0,0, 
38231,881115000,0,344.0,0,0, 
38232,410354864,0,100.0,0,0, 
38233,844800425,0,311.0,0,0, 
86880,332736875,1,200.0,0,0, 
38236,879621035,0,311.0,0,0, 
38237,821124948,2,136.0,0,0, 
38238,403381494,0,413.0,0,0, 
38239,401119136,0,324.0,0,0, 
38244,810187351,1,310.0,0,0, 
38203,851134056,0,313.0,0,0, 
38303,848383402,0,312.0,0,0, 
86870,444217871,0,331.0,0,0, 
86854,325793925,18,124.0,0,0, 
38385,515169522,1,132.0,0,0, 
86853,495149874,0,300.0,0,0, 
38387,784779597,39,221.0,0,0, 
38388,848995940,0,331.0,0,0, 
86852,343055273,0,331.0,0,0, 
86850,393892815,4,201.0,0,0, 
38400,319606331,6,312.0,0,0, 
38401,303588164,14,310.0,0,0, 
38403,853579787,0,414.0,0,0, 
38407,801831868,0,330.0,0,0, 
38408,529049421,73,100.0,0,0, 
86849,799543616,0,321.0,0,0, 
38413,778600650,2,330.0,0,0, 
38418,807651765,0,331.0,0,0, 
38422,843191768,0,413.0,0,0, 
38425,818933335,15,230.0,0,0, 
38426,782151823,15,100.0,0,0, 
38428,782237192,31,100.0,0,0, 
38380,840928840,0,310.0,0,0, 
38304,850666652,0,330.0,0,0, 
86855,402703284,56,110.0,0,0, 
38376,521476663,1,312.0,0,0, 
38314,825214133,1,326.0,0,0, 
86867,331891770,0,314.0,0,0, 
38319,851643593,0,331.0,0,0, 
86863,802379222,0,333.0,0,0, 
38333,401292800,6,252.0,0,0, 
38334,832338552,0,312.0,0,0, 
38335,833309412,2,312.0,0,0, 
38341,511100851,3,212.0,0,0, 
38343,520845009,1,413.0,0,0, 
38344,811697101,0,320.0,0,0, 
38345,499527265,0,326.0,0,0, 
38348,852621192,0,312.0,0,0, 
38352,522458975,0,331.0,0,0, 
38354,528716053,1,128.0,0,0, 
38359,304540644,0,211.0,0,0, 
38362,398526467,0,321.0,0,0, 
38364,783414238,0,210.0,0,0, 
38365,775347628,1,314.0,0,0, 
38368,779079292,0,314.0,0,0, 
38378,794944199,2,110.0,0,0, 
38202,849143821,0,332.0,0,0, 
38201,823274451,0,326.0,0,0, 
86885,840898563,0,331.0,0,0, 
38055,478136054,7,100.0,0,0, 
38056,451572762,1,124.0,0,0, 
38059,798742334,1,124.0,0,0, 
38060,809155500,0,100.0,0,0, 
38062,517469722,0,315.0,0,0, 
38064,385116124,0,243.0,0,0, 
38070,531092385,0,255.0,0,0, 
38071,813349800,0,133.0,0,0, 
38073,809999832,0,222.0,0,0, 
86904,814224036,0,326.0,0,0, 
38075,418104048,0,214.0,0,0, 
38077,842350878,0,415.0,0,0, 
38080,511664104,0,312.0,0,0, 
86903,380780130,2,100.0,0,0, 
86902,381480185,1,136.0,0,0, 
38084,481947521,0,100.0,0,0, 
38087,822509261,0,314.0,0,0, 
38091,799586128,0,122.0,0,0, 
38097,508839610,2,100.0,0,0, 
38054,387867252,0,340.0,0,0, 
38099,533632097,1,320.0,0,0, 
38053,393084355,1,315.0,0,0, 
38050,825222524,0,321.0,0,0, 
38020,803955996,0,336.0,0,0, 
38021,319705851,0,323.0,0,0, 
38023,391530748,0,326.0,0,0, 
38025,414472803,1,312.0,0,0, 
38026,843018946,0,331.0,0,0, 
38028,799709233,0,300.0,0,0, 
38029,524279437,0,336.0,0,0, 
38030,823313804,0,124.0,0,0, 
38032,821478757,0,320.0,0,0, 
38033,814471744,0,300.0,0,0, 
38034,802329383,0,321.0,0,0, 
38035,878614577,0,333.0,0,0, 
38036,824291546,0,330.0,0,0, 
38038,834253767,0,221.0,0,0, 
38039,753925288,0,333.0,0,0, 
38040,750314031,0,413.0,0,0, 
38042,799134929,0,326.0,0,0, 
38045,532817202,1,332.0,0,0, 
38048,841980303,1,333.0,0,0, 
38052,850076076,0,125.0,0,0, 
38100,842966962,0,315.0,0,0, 
38101,802833145,1,100.0,0,0, 
38103,839352259,1,310.0,0,0, 
38165,502369416,1,124.0,0,0, 
38166,438149965,0,412.0,0,0, 
38167,840232334,0,415.0,0,0, 
38169,808960967,1,133.0,0,0, 
86887,818056871,0,100.0,0,0, 
38172,833452527,1,100.0,0,0, 
38174,377963608,0,332.0,0,0, 
38175,844530907,0,315.0,0,0, 
38176,804241255,1,128.0,0,0, 
38178,814813374,0,333.0,0,0, 
38180,390848547,134,100.0,0,0, 
38185,503668022,1,321.0,0,0, 
38186,840574586,0,333.0,0,0, 
38187,840858260,0,128.0,0,0, 
38188,842104705,0,315.0,0,0, 
38190,507777944,0,124.0,0,0, 
38191,789140076,0,136.0,0,0, 
38193,752050823,1,315.0,0,0, 
38196,500197561,1,312.0,0,0, 
86889,528972862,1,313.0,0,0, 
38162,387550213,1,312.0,0,0, 
38161,822221933,1,314.0,0,0, 
38158,393162433,8,200.0,0,0, 
38105,844926055,0,314.0,0,0, 
86900,828186056,0,251.0,0,0, 
86898,539901587,0,110.0,0,0, 
38115,424483642,1,100.0,0,0, 
38116,850137431,0,136.0,0,0, 
38120,842438509,0,414.0,0,0, 
38130,811573567,1,331.0,0,0, 
38132,845013333,0,100.0,0,0, 
38135,840154991,1,128.0,0,0, 
86965,431913383,1,326.0,0,0, 
38137,539804765,0,321.0,0,0, 
38141,818372047,0,133.0,0,0, 
86893,517570149,21,412.0,0,0, 
86891,529913840,0,336.0,0,0, 
38145,822284949,0,136.0,0,0, 
38146,843375510,0,333.0,0,0, 
38151,482851508,2,315.0,0,0, 
38152,811397132,0,331.0,0,0, 
38155,838014173,0,333.0,0,0, 
38157,478491418,3,315.0,0,0, 
38139,852336502,0,333.0,0,0, 
87136,878326214,0,344.0,0,0, 
37629,328469762,0,321.0,0,0, 
37626,438557597,17,120.0,0,0, 
37053,815373998,1,128.0,0,0, 
37055,537864555,0,320.0,0,0, 
37056,382338606,0,343.0,0,0, 
37063,63500730,2,201.0,0,0, 
87047,784259871,1,120.0,0,0, 
87046,532360518,2,314.0,0,0, 
37074,794494591,0,310.0,0,0, 
37075,539072702,0,315.0,0,0, 
87043,839219722,0,321.0,0,0, 
37084,402093736,1,315.0,0,0, 
37085,445060437,1,312.0,0,0, 
37087,511549479,2,100.0,0,0, 
37088,848021275,0,312.0,0,0, 
37095,489769687,1,122.0,0,0, 
37096,851429191,0,315.0,0,0, 
87039,781842885,17,131.0,0,0, 
37101,838234185,0,331.0,0,0, 
37103,753519081,1,255.0,0,0, 
37104,824776355,1,315.0,0,0, 
37050,384319646,3,313.0,0,0, 
37106,419661129,1,123.0,0,0, 
87053,833264583,0,200.0,0,0, 
37037,848417820,0,100.0,0,0, 
36982,801473034,2,122.0,0,0, 
36988,514590421,2,100.0,0,0, 
36990,303656847,0,413.0,0,0, 
36992,794486191,0,125.0,0,0, 
36993,802196576,4,335.0,0,0, 
36995,801522657,0,128.0,0,0, 
87064,877949107,0,331.0,0,0, 
36998,817975592,5,331.0,0,0, 
37001,508243565,650,128.0,0,0, 
37003,839980851,0,136.0,0,0, 
87063,840279251,0,315.0,0,0, 
37008,750535767,21,212.0,0,0, 
37009,804053130,0,128.0,0,0, 
37012,443053251,0,320.0,0,0, 
37014,538011206,0,311.0,0,0, 
37021,325131126,1,312.0,0,0, 
87058,839500196,0,110.0,0,0, 
37031,839888989,0,344.0,0,0, 
87055,448377762,1,128.0,0,0, 
37038,511099608,3,254.0,0,0, 
36971,808237879,1,311.0,0,0, 
37110,333022630,0,125.0,0,0, 
37114,495048563,0,312.0,0,0, 
37159,519272421,1,333.0,0,0, 
37161,492934476,1,100.0,0,0, 
37162,525359733,0,413.0,0,0, 
37166,799008636,0,341.0,0,0, 
37168,520282021,0,312.0,0,0, 
37170,752990762,151,410.0,0,0, 
37173,521473736,0,336.0,0,0, 
37176,800071599,2,326.0,0,0, 
87032,880464219,0,320.0,0,0, 
37178,831941695,0,312.0,0,0, 
37180,830854006,0,111.0,0,0, 
37182,430267732,1,311.0,0,0, 
87031,835052382,0,344.0,0,0, 
37188,452209950,0,326.0,0,0, 
37189,422624023,2,326.0,0,0, 
87030,824240550,0,413.0,0,0, 
37192,398064055,17,312.0,0,0, 
37194,834379513,0,136.0,0,0, 
37196,833388028,0,136.0,0,0, 
37157,882601883,0,128.0,0,0, 
37113,840985170,0,120.0,0,0, 
37156,440804342,0,331.0,0,0, 
37154,524267770,0,336.0,0,0, 
37115,529179988,0,333.0,0,0, 
37118,480629955,1,113.0,0,0, 
37119,842493553,0,321.0,0,0, 
37122,753689439,2,233.0,0,0, 
37124,508426814,0,326.0,0,0, 
37125,882892599,0,335.0,0,0, 
37126,520115676,0,336.0,0,0, 
37129,842742843,0,212.0,0,0, 
37131,830667671,1,100.0,0,0, 
37132,799918362,0,100.0,0,0, 
37134,449927284,1,423.0,0,0, 
37136,811191451,13,100.0,0,0,
37137,830981486,0,310.0,0,0, 
37138,803972579,0,324.0,0,0, 
37141,813608197,0,325.0,0,0, 
37143,840199087,0,333.0,0,0, 
37144,499961415,1,413.0,0,0, 
37148,853568780,0,315.0,0,0, 
37150,421553595,1,124.0,0,0, 
37155,490414968,1,315.0,0,0, 
37204,844370064,0,315.0,0,0, 
87067,518446182,0,413.0,0,0, 
36963,408172021,2,326.0,0,0, 
36742,809687882,1,336.0,0,0, 
36746,504545708,0,336.0,0,0, 
36749,751818154,0,300.0,0,0, 
36752,789889136,2,120.0,0,0, 
36757,754078301,5,100.0,0,0, 
36758,443641238,1,414.0,0,0, 
36762,539265041,1,313.0,0,0, 
87107,829482298,1,344.0,0,0, 
36767,508617503,1,321.0,0,0, 
36770,878216837,0,227.0,0,0, 
36774,452155971,1,341.0,0,0, 
36778,380113811,9,331.0,0,0, 
87104,818458333,0,413.0,0,0, 
36797,423775337,1,225.0,0,0, 
87101,817879430,1,300.0,0,0, 
36808,504248725,3,314.0,0,0, 
36819,424684793,0,999.0,0,0, 
36822,800676934,1,344.0,0,0, 
87093,811818731,0,413.0,0,0, 
36741,508353893,6,326.0,0,0, 
36825,525205290,5,315.0,0,0, 
36739,499868263,1,100.0,0,0, 
36734,828827071,1,315.0,0,0, 
36668,432294056,0,326.0,0,0, 
87134,841316797,0,333.0,0,0, 
36672,519917207,0,312.0,0,0, 
36678,828503862,0,324.0,0,0, 
87130,841773880,0,312.0,0,0, 
36682,810443424,0,312.0,0,0, 
87128,812660751,0,311.0,0,0, 
36688,800076002,2,321.0,0,0, 
36695,821036779,1,314.0,0,0, 
36696,419088943,0,323.0,0,0, 
87123,522043041,0,344.0,0,0, 
36709,493768824,0,311.0,0,0, 
36710,439134636,0,999.0,0,0, 
87121,789445020,10,330.0,0,0, 
36718,878988559,0,312.0,0,0, 
87118,797382934,0,100.0,0,0, 
36728,494484942,1,310.0,0,0, 
36731,528351588,1,313.0,0,0, 
36733,850632233,0,333.0,0,0, 
36738,528985732,0,336.0,0,0, 
36966,451579411,0,253.0,0,0, 
36827,525223459,0,312.0,0,0, 
36832,842264848,0,333.0,0,0, 
87080,451290803,0,324.0,0,0, 
36908,393069687,1,324.0,0,0, 
36911,844545798,0,131.0,0,0, 
36912,483264214,0,227.0,0,0, 
36913,353294564,0,100.0,0,0, 
36915,389285875,0,999.0,0,0, 
36916,448089995,0,312.0,0,0, 
36923,412364309,0,311.0,0,0, 
36925,519552889,6,131.0,0,0, 
87075,429784424,0,333.0,0,0, 
36930,809711633,0,999.0,0,0, 
87072,842463580,7,333.0,0,0, 
36938,444968572,0,100.0,0,0, 
36948,815399456,0,210.0,0,0, 
87069,531154474,1,136.0,0,0, 
36952,351279914,5,100.0,0,0, 
87068,839121092,0,312.0,0,0, 
36957,879529261,0,128.0,0,0, 
36961,323912998,0,999.0,0,0, 
36905,881770887,0,136.0,0,0, 
36829,453797672,1,312.0,0,0, 
36902,397740242,0,326.0,0,0, 
36898,494180110,0,326.0,0,0, 
36841,840519235,0,221.0,0,0, 
87091,750064321,1,254.0,0,0, 
36846,802130906,7,100.0,0,0, 
36848,834649782,0,314.0,0,0, 
36850,844097253,0,314.0,0,0, 
36852,753117597,0,336.0,0,0, 
36853,491800520,1,100.0,0,0, 
36854,750016727,1,333.0,0,0, 
36855,799332838,0,333.0,0,0, 
87088,839961869,0,326.0,0,0, 
36858,484328562,2,100.0,0,0, 
36863,452577091,1,312.0,0,0, 
36868,831767587,0,312.0,0,0, 
36874,800108870,0,315.0,0,0, 
36878,792258550,0,312.0,0,0, 
87084,527792386,0,333.0,0,0, 
36882,803353135,3,336.0,0,0, 
87083,445176407,1,100.0,0,0, 
36897,520536632,0,200.0,0,0, 
36899,797682010,0,336.0,0,0, 
37205,524180544,1,125.0,0,0, 
37207,841750508,1,312.0,0,0, 
87027,421653676,1,212.0,0,0, 
37481,838765923,0,310.0,0,0, 
37482,833100720,0,331.0,0,0, 
37484,801866781,4,100.0,0,0, 
37485,833425705,0,134.0,0,0, 
37487,492649553,1,300.0,0,0, 
37490,411821028,0,326.0,0,0, 
86986,882562127,0,128.0,0,0, 
86985,847613726,0,310.0,0,0, 
37495,529677312,0,333.0,0,0, 
86984,820024032,0,100.0,0,0, 
37497,851865451,0,415.0,0,0, 
37498,812225811,0,234.0,0,0, 
37499,402522569,1,326.0,0,0, 
37500,318141264,1,344.0,0,0, 
86983,418325858,1,133.0,0,0, 
37504,453907503,2,310.0,0,0, 
37505,749837035,0,314.0,0,0, 
37507,792935850,0,100.0,0,0, 
37508,838422848,1,324.0,0,0, 
37479,847817707,0,331.0,0,0, 
37510,841470479,0,223.0,0,0, 
37478,503261778,1,100.0,0,0, 
37474,430035519,13,326.0,0,0, 
37436,485192934,0,123.0,0,0, 
37438,812970572,4,100.0,0,0, 
37445,821407319,0,122.0,0,0, 
37446,345209258,1,326.0,0,0, 
37450,408964161,0,314.0,0,0, 
37451,518356118,8,326.0,0,0, 
37452,829147628,0,314.0,0,0, 
37453,523976074,0,117.0,0,0, 
86990,511138711,0,123.0,0,0, 
37458,450928957,0,100.0,0,0, 
37459,378162069,0,100.0,0,0, 
37460,530121649,0,314.0,0,0, 
37463,794526152,0,326.0,0,0, 
86989,831862164,0,310.0,0,0, 
37466,751009069,1,100.0,0,0, 
86988,844414482,0,136.0,0,0, 
37468,828250555,0,227.0,0,0, 
86987,828659425,1,124.0,0,0, 
37472,399787100,2,100.0,0,0, 
37477,827998188,2,314.0,0,0, 
37430,451540652,8,230.0,0,0, 
86981,514563535,0,413.0,0,0, 
37527,504512385,0,232.0,0,0, 
37588,829676444,0,312.0,0,0, 
86974,517506309,1,315.0,0,0, 
37591,488656356,0,320.0,0,0, 
37596,511201444,1,100.0,0,0, 
37603,844546853,0,321.0,0,0, 
37604,508435682,1,315.0,0,0, 
86972,501784946,0,100.0,0,0, 
86971,825157423,1,123.0,0,0, 
37607,850292020,0,312.0,0,0, 
37608,503604878,1,254.0,0,0, 
86970,824918957,0,336.0,0,0, 
37610,829074293,0,336.0,0,0, 
37613,811184563,0,314.0,0,0, 
37615,797979515,0,413.0,0,0, 
37618,487766891,0,100.0,0,0, 
37622,824207864,0,312.0,0,0, 
86968,517971164,0,128.0,0,0, 
86967,751694753,0,128.0,0,0, 
37625,877916114,0,300.0,0,0, 
37587,488672577,1,324.0,0,0, 
86980,853491728,0,315.0,0,0, 
37586,751362468,6,100.0,0,0, 
37578,804592152,0,100.0,0,0, 
37530,500983614,0,314.0,0,0, 
37535,808734792,0,344.0,0,0, 
86976,833247398,0,411.0,0,0, 
37538,853577740,0,123.0,0,0, 
37540,831605134,0,315.0,0,0, 
37541,811305739,0,312.0,0,0, 
37542,819319831,0,230.0,0,0, 
37545,828680371,2,314.0,0,0, 
37546,17151200,4,314.0,0,0, 
37552,818114316,0,320.0,0,0, 
37553,851191270,0,136.0,0,0, 
37555,410360259,4,100.0,0,0, 
37558,844124040,0,231.0,0,0, 
37560,511007569,0,312.0,0,0, 
37561,489326637,1,312.0,0,0, 
37566,833303134,1,310.0,0,0, 
37572,838953081,0,110.0,0,0, 
37573,750481103,0,312.0,0,0, 
37575,852719863,0,326.0,0,0, 
37583,429069933,1,326.0,0,0, 
37429,825046402,3,311.0,0,0, 
37425,449254689,0,310.0,0,0, 
37423,530160795,0,314.0,0,0, 
37263,849991831,0,323.0,0,0, 
37267,828649723,0,220.0,0,0, 
87019,792900086,1,212.0,0,0, 
37270,517975702,0,100.0,0,0, 
37271,879713089,0,310.0,0,0, 
87018,438728404,0,300.0,0,0, 
37276,813602364,1,300.0,0,0, 
37280,800425993,0,315.0,0,0, 
37282,877560623,0,122.0,0,0, 
37284,793702143,1,315.0,0,0, 
87016,789037009,0,320.0,0,0, 
37287,854039419,0,125.0,0,0, 
37289,838429322,0,326.0,0,0, 
37290,822351409,2,313.0,0,0, 
37302,812818425,1,314.0,0,0, 
87013,519960280,0,133.0,0,0, 
87011,524820990,0,311.0,0,0, 
87010,451557797,0,336.0,0,0, 
37311,533901120,0,320.0,0,0, 
37262,531758779,0,412.0,0,0, 
87009,844512699,0,333.0,0,0, 
37259,808454862,0,221.0,0,0, 
37254,818986747,0,233.0,0,0, 
37210,844435966,0,333.0,0,0, 
37211,489281352,1,414.0,0,0, 
37216,839431640,0,413.0,0,0, 
37219,828804542,0,315.0,0,0, 
87025,332390566,6,255.0,0,0, 
87024,502150162,1,312.0,0,0, 
37229,848091880,0,413.0,0,0, 
37231,443861505,0,312.0,0,0, 
87023,840960744,0,255.0,0,0, 
37236,502747686,9,315.0,0,0, 
37238,849690946,0,312.0,0,0, 
37241,844906966,0,227.0,0,0, 
37243,519018816,0,326.0,0,0, 
37244,453393977,0,336.0,0,0, 
87021,830499653,0,413.0,0,0, 
37248,500358296,1,312.0,0,0, 
37249,843281981,1,314.0,0,0, 
37251,824457972,1,315.0,0,0, 
37253,815206172,1,312.0,0,0, 
37257,531939023,0,312.0,0,0, 
37314,877688614,0,333.0,0,0, 
37315,801080110,0,326.0,0,0, 
37317,437931710,0,314.0,0,0, 
37369,489135715,0,314.0,0,0, 
37370,810590232,0,315.0,0,0, 
37371,877772780,0,136.0,0,0, 
37372,751623521,0,100.0,0,0, 
37374,528231210,1,220.0,0,0, 
37375,829196047,0,122.0,0,0, 
37380,843019340,0,336.0,0,0, 
86998,797661907,0,333.0,0,0, 
37388,449369669,0,330.0,0,0, 
37389,830825840,0,326.0,0,0, 
86997,529529802,0,136.0,0,0, 
37395,439497439,6,120.0,0,0, 
37402,824739775,1,333.0,0,0, 
37403,813985793,1,314.0,0,0, 
86995,813830866,1,310.0,0,0, 
37411,830613865,0,314.0,0,0, 
37412,425107935,0,326.0,0,0, 
37420,839019841,0,123.0,0,0, 
86993,504746355,1,128.0,0,0, 
37367,843112145,0,200.0,0,0, 
87000,527701825,1,124.0,0,0, 
37363,825140403,0,413.0,0,0, 
37362,820368124,0,326.0,0,0, 
37319,849729678,0,110.0,0,0, 
37323,483072450,0,326.0,0,0, 
37330,881015010,0,413.0,0,0, 
37334,417726866,0,314.0,0,0, 
87005,843043951,0,310.0,0,0, 
37337,847601515,0,315.0,0,0, 
87004,484708540,0,321.0,0,0, 
37339,843938655,0,413.0,0,0, 
37344,823566831,0,321.0,0,0, 
37628,488826637,0,234.0,0,0, 
37345,448816637,16,100.0,0,0, 
37348,813874310,0,232.0,0,0, 
87003,842312852,0,415.0,0,0, 
37351,843758764,0,413.0,0,0, 
37353,823652870,0,300.0,0,0, 
37354,852345107,0,336.0,0,0, 
87002,832233662,0,410.0,0,0, 
37356,834609521,0,312.0,0,0, 
87001,531180214,1,100.0,0,0, 
37361,881096499,0,315.0,0,0, 
37347,801242975,0,100.0,0,0, 
31244,798345104,1,324.0,0,0, 
34683,509873949,1,100.0,0,0, 
34668,877735381,0,243.0,0,0, 
32244,752375980,0,314.0,0,0, 
32245,829615442,0,124.0,0,0, 
32248,751352444,1,300.0,0,0, 
32252,844941559,0,312.0,0,0, 
32255,832925911,0,344.0,0,0, 
32261,531035426,0,333.0,0,0, 
32263,793845553,0,413.0,0,0, 
32266,820230308,0,311.0,0,0, 
32267,844543579,0,333.0,0,0, 
32268,443301247,0,333.0,0,0, 
87998,802432286,0,331.0,0,0, 
32277,819581653,0,330.0,0,0, 
32278,823871413,0,333.0,0,0, 
32281,412966939,12,311.0,0,0, 
32283,398060269,78,230.0,0,0, 
32291,377639398,33,128.0,0,0, 
32293,338723679,23,128.0,0,0, 
32296,501213862,0,100.0,0,0, 
32297,853446532,0,311.0,0,0, 
32242,837886415,0,311.0,0,0, 
32303,433892742,0,333.0,0,0, 
32239,882454754,0,314.0,0,0, 
32236,879621621,0,331.0,0,0, 
32207,311349096,17,323.0,0,0, 
32208,803833722,7,233.0,0,0, 
32209,499652493,3,201.0,0,0, 
32210,809723299,0,312.0,0,0, 
32211,419851449,0,110.0,0,0, 
88008,839904414,0,331.0,0,0, 
32213,818248593,0,314.0,0,0, 
32214,431787076,0,201.0,0,0, 
32216,487740045,1,314.0,0,0, 
32218,511998148,0,999.0,0,0, 
32220,514882018,4,221.0,0,0, 
88005,423167618,0,315.0,0,0, 
32223,538371303,0,314.0,0,0, 
32224,331154054,285,132.0,0,0, 
32225,814927059,7,415.0,0,0, 
32226,401761184,0,311.0,0,0, 
32227,794676635,0,333.0,0,0, 
32231,400700027,0,326.0,0,0, 
32234,845353630,0,333.0,0,0, 
32238,845014364,0,326.0,0,0, 
32202,794730655,2,314.0,0,0, 
32305,789371887,0,330.0,0,0, 
32314,825104136,0,333.0,0,0, 
32374,841035116,1,300.0,0,0, 
32375,844121129,0,312.0,0,0, 
32376,824171557,0,320.0,0,0, 
32377,784713869,193,100.0,0,0, 
32378,880123096,0,310.0,0,0, 
87976,849505581,0,413.0,0,0, 
32380,491421434,4,227.0,0,0, 
32381,751969072,0,311.0,0,0, 
32384,522246651,1,314.0,0,0, 
32386,821668571,0,224.0,0,0, 
32389,801390261,50,211.0,0,0, 
87973,824986244,0,321.0,0,0, 
32396,810944090,1,136.0,0,0, 
32402,452310253,0,999.0,0,0, 
32403,851237214,0,315.0,0,0, 
32404,379722895,1,212.0,0,0, 
32409,501561062,1,300.0,0,0, 
32410,792903528,1,201.0,0,0, 
32411,514072834,0,136.0,0,0, 
32370,877898932,0,124.0,0,0, 
32310,814514188,0,311.0,0,0, 
32368,443105200,0,326.0,0,0, 
32364,881304612,0,133.0,0,0, 
32315,402023345,0,100.0,0,0, 
87990,829038504,0,324.0,0,0, 
32317,824800080,0,333.0,0,0, 
32322,503326886,0,136.0,0,0, 
32324,480239888,0,234.0,0,0, 
32326,435210463,0,413.0,0,0, 
32330,839662814,0,232.0,0,0, 
32331,793101825,0,312.0,0,0, 
32333,878068691,0,331.0,0,0, 
87986,509340790,0,315.0,0,0, 
32336,749845038,0,118.0,0,0, 
32338,404382830,1,120.0,0,0, 
32340,839334661,0,311.0,0,0, 
32342,438209157,0,331.0,0,0, 
87984,313967945,6,312.0,0,0, 
32350,881811061,0,232.0,0,0, 
32352,820651834,0,312.0,0,0, 
87983,792972150,0,250.0,0,0, 
87982,809067911,0,250.0,0,0, 
32366,804785467,1,312.0,0,0, 
32414,480700194,1,321.0,0,0, 
32200,834397168,0,414.0,0,0, 
32193,877907485,0,326.0,0,0, 
32053,850701228,0,333.0,0,0, 
32056,839375292,0,212.0,0,0, 
88034,751440298,1,100.0,0,0, 
32060,329114177,0,333.0,0,0, 
32061,879221604,0,336.0,0,0, 
32062,845101435,0,100.0,0,0, 
32064,850521436,0,310.0,0,0, 
32066,538994849,2,332.0,0,0, 
32068,489822411,4,300.0,0,0, 
32072,880806237,0,314.0,0,0, 
32074,798052619,1,313.0,0,0, 
32075,805375045,3,326.0,0,0, 
32079,840673594,0,326.0,0,0, 
32086,827929944,1,136.0,0,0, 
88033,523725588,0,136.0,0,0, 
32088,838104040,0,201.0,0,0, 
88032,432512531,0,326.0,0,0, 
32092,830935516,0,210.0,0,0, 
32096,418311569,0,211.0,0,0, 
32051,443913843,0,312.0,0,0, 
32098,482210937,0,411.0,0,0, 
32049,879192466,0,314.0,0,0, 
32046,830948352,0,100.0,0,0, 
88055,847808946,0,413.0,0,0, 
32007,880844030,0,333.0,0,0, 
88052,814905832,0,414.0,0,0, 
88051,883492522,0,413.0,0,0, 
32014,808352702,4,315.0,0,0, 
32016,449986942,1,413.0,0,0, 
32018,537805731,0,321.0,0,0, 
32022,801919507,0,312.0,0,0, 
88050,523439453,0,100.0,0,0, 
88049,848104790,0,314.0,0,0, 
32029,423842277,0,231.0,0,0, 
32030,794947945,0,312.0,0,0, 
88048,385259221,11,100.0,0,0, 
88045,843920976,0,326.0,0,0, 
32036,843206137,0,312.0,0,0, 
32037,834903213,0,100.0,0,0, 
32041,323768010,1,116.0,0,0, 
88043,789660164,3,331.0,0,0, 
32045,844518274,0,324.0,0,0, 
32048,749980868,0,410.0,0,0, 
32196,428870588,0,326.0,0,0, 
32099,503795130,0,335.0,0,0, 
32101,512428723,1,411.0,0,0, 
32153,823536693,4,100.0,0,0, 
32154,830504395,0,326.0,0,0, 
32159,828032763,0,100.0,0,0, 
88019,517869616,0,326.0,0,0, 
32162,810698977,0,136.0,0,0, 
88018,801801184,2,310.0,0,0, 
32165,834403057,0,112.0,0,0, 
88017,524074846,0,326.0,0,0, 
