,siren,effectifs,code_specialite_1,nb_stagiaires_1,nb_heures_stagiaires_1, 
28771,332651116,2,200.0,103,479, 
63077,819488404,1,333.0,103,407, 
15633,393316179,4,326.0,103,1456, 
17365,388068561,4,331.0,103,721, 
1550,414919035,0,343.0,103,2196, 
35306,385084181,6,331.0,103,2163, 
82276,378649040,195,100.0,103,2163, 
79935,477742118,2,344.0,103,1925, 
5043,832463913,4,312.0,103,194, 
93005,562042598,4,250.0,103,99960, 
74016,480613207,0,310.0,103,2156, 
89136,533210688,5,326.0,103,266, 
36901,409155892,2,333.0,103,717, 
64771,509539664,1,344.0,103,917, 
75562,387468663,8,110.0,103,5593, 
74806,315131698,0,221.0,1030,153115, 
40031,798581203,45,136.0,1030,12720, 
11801,502296353,37,330.0,1030,28354, 
91501,790385165,5,344.0,1031,6565, 
81907,803718923,1,331.0,1031,4124, 
6371,432640738,6,999.0,1032,265, 
2022,799213087,7,344.0,1032,5569, 
16257,813900388,75,125.0,1032,15415, 
35994,413157280,11,115.0,1032,10196, 
534,833839632,1,331.0,1032,7224, 
71361,790271423,11,312.0,1033,11666, 
49440,388308959,4,344.0,1033,3803, 
65570,523957702,4,344.0,1033,5080, 
58592,520338377,12,331.0,1034,10416, 
8084,392920310,0,321.0,1034,7752, 
14519,782021307,85,331.0,1034,62270, 
40740,825138829,1,413.0,1034,7089, 
16591,722000965,41,252.0,10344,152170, 
34408,423712454,14,315.0,1035,14490, 
58774,333544153,1773,314.0,1035,302275, 
37384,401196464,23,326.0,1035,3752, 
25372,632049128,36,311.0,1035,43988, 
50220,522142173,0,344.0,10353,25032, 
84580,391820446,5,326.0,1036,6877, 
79735,488079641,4,413.0,1036,7648, 
67254,377970454,68,136.0,1037,17104, 
9931,499488062,14,331.0,1037,10370, 
32341,798232393,4,343.0,1037,7259, 
35499,429877053,4,344.0,1037,7209, 
52524,378787089,20,120.0,1039,6998, 
11171,328933874,0,331.0,1039,15866, 
85392,57806150,37,344.0,1039,6195, 
40164,828567925,238,100.0,1039,7273, 
28013,510213119,10,344.0,1039,11574, 
24620,971506191,14,227.0,1039,11838, 
41135,382338119,15,324.0,104,620, 
68841,322213679,3,251.0,104,2793, 
30212,791776339,5,255.0,104,798, 
93498,804192896,16,312.0,104,29773, 
16752,805211786,1,311.0,104,3332, 
17549,808954291,0,333.0,104,774, 
4913,442026811,1,312.0,104,711, 
12675,510144884,2,125.0,104,2089, 
53804,223400011,2,221.0,104,351, 
78942,532248069,5,314.0,104,250, 
16924,511077943,1,321.0,104,18616, 
51052,478685597,3,136.0,104,864, 
79088,511649014,27,312.0,104,2956, 
41432,539159459,3,413.0,104,2187, 
77690,430394635,5,332.0,104,2392, 
83297,823405626,5,331.0,104,8008, 
14037,502190861,2,313.0,104,506, 
578,438422347,10,326.0,104,1120, 
80972,397727827,4,300.0,104,1866, 
69998,420956419,4,300.0,104,13156, 
68101,503198657,37,326.0,104,11972, 
41614,501929897,2,330.0,104,791, 
4882,794786392,2,344.0,104,1404, 
30027,821254380,1,312.0,104,51910, 
81400,451998470,9,326.0,104,1896, 
12634,495241853,1,314.0,104,664, 
18257,519231765,0,335.0,104,47626, 
12079,328723903,5,314.0,104,416, 
91517,514802230,7,310.0,104,2044, 
52235,845304898,7,221.0,104,1939, 
59814,388299877,1,136.0,104,1877, 
9812,830700902,8,331.0,104,1347, 
4753,430157495,13,323.0,104,4552, 
91497,802212720,2,414.0,104,728, 
18854,441788601,1,221.0,104,6552, 
50659,789901550,30,100.0,104,698, 
2138,534497367,2,110.0,104,322, 
13434,384443552,5,311.0,104,2308, 
91169,199318270,417,100.0,104,9903,
79904,431469246,1,128.0,104,735, 
76006,491471918,3,136.0,104,3134, 
85407,408830917,10,124.0,104,1733, 
17354,305234320,2,300.0,104,1903, 
88939,315030635,1,111.0,104,1022, 
22923,181200023,8,212.0,104,30611, 
85551,481065019,3,413.0,104,1925, 
11813,489630756,4,242.0,104,30175, 
91212,788747897,1,312.0,104,1590, 
84503,511447609,1,413.0,104,1385, 
92653,831184205,0,333.0,104,17, 
84521,332566405,5,224.0,104,743, 
49272,421422130,24,413.0,104,1414, 
10785,504014531,20,331.0,104,832, 
91653,383925609,1,413.0,104,1239, 
45092,794616995,1,331.0,104,84, 
45103,504218041,1,100.0,104,7072, 
11681,342704665,17,133.0,104,863, 
26473,828645135,1,330.0,104,188, 
26445,790420574,2,344.0,104,3308, 
45143,424192227,9,310.0,104,6226, 
74763,488173428,10,326.0,104,945, 
85502,775624786,8,331.0,104,864, 
63315,445377468,1,413.0,104,1225, 
90957,391470333,8,336.0,104,756, 
1915,800903668,6,326.0,104,798, 
42843,351150651,3,412.0,104,1456, 
32815,815323423,3,423.0,104,3992, 
80179,442713624,1,300.0,104,1496, 
58903,521524942,1,333.0,104,1792, 
16644,817677792,1,310.0,104,2004, 
50275,380202390,4,231.0,104,3171, 
55937,328903349,0,413.0,104,931, 
5875,828046631,0,340.0,104,1340, 
33802,535037915,1,334.0,104,1022, 
51808,817690787,7,100.0,104,728, 
37569,821763927,4,120.0,104,224, 
67039,537649691,1,999.0,104,3640, 
67072,513766667,1,334.0,104,1584, 
67092,484219068,6,128.0,104,624, 
56753,379273956,1,100.0,104,728, 
82506,817704018,2,100.0,104,642, 
82530,528302862,6,326.0,104,606, 
36340,347897894,8,412.0,104,6847, 
28769,480736537,1,423.0,104,1448, 
19902,402189849,1,412.0,104,3720, 
67584,410199756,1,320.0,104,530, 
86272,349263723,4,314.0,104,2044, 
61113,521349100,1,333.0,104,281, 
85676,950459925,2,999.0,104,602, 
46732,528323165,2,331.0,104,162, 
73247,822784245,6,320.0,104,1540, 
11770,317425585,8,311.0,104,5289, 
30741,199744780,453,100.0,104,5961, 
2505,828837922,15,343.0,104,11451, 
16380,801650334,1,315.0,104,1536, 
27901,509562393,7,314.0,104,652, 
80640,347556045,2,336.0,104,1183, 
33595,950408765,5,201.0,104,1883, 
21350,493442172,9,999.0,104,12220, 
74959,517431060,11,326.0,104,832, 
76752,312686090,1,331.0,104,2184, 
71723,519858385,1,314.0,104,582, 
38494,384342143,23,310.0,104,1236, 
93310,504572769,4,331.0,104,4676, 
25442,424595395,20,124.0,104,3660, 
20055,497709949,1,320.0,104,142, 
8829,409372844,56,120.0,1041,119228, 
4417,420495178,167,253.0,1041,67380, 
76901,449728401,0,100.0,1042,7294, 
75281,499265940,5,326.0,1044,18094, 
65549,811437425,1,311.0,1044,7308, 
2796,481541423,94,136.0,1044,43180, 
39627,500708078,33,331.0,1044,3131, 
9946,809051121,78,124.0,1044,9674, 
429,511694242,2,413.0,1045,7315, 
20659,509276069,0,331.0,1045,14854, 
47572,399737006,8,326.0,1046,27258, 
61659,379016017,1,315.0,1046,7837, 
12509,804695377,5,315.0,1047,7560, 
22816,844141572,1,344.0,1047,458, 
26786,415109750,8,221.0,1048,7336, 
11200,448453167,118,100.0,1048,3296, 
43056,514876796,2,333.0,1049,8479, 
71325,503330870,1,413.0,1049,6294, 
27371,404680134,1,344.0,1049,7737, 
71692,428798029,1,128.0,1049,8392, 
25508,499043966,33,331.0,105,70901, 
73485,804717999,1,413.0,105,560, 
54752,752853903,7,136.0,105,2684, 
11399,390644391,1,331.0,105,68, 
23937,807732094,1,326.0,105,150, 
28569,413166364,3,100.0,105,5264, 
59094,789029584,1,413.0,105,1162, 
60253,529613515,8,326.0,105,4787, 
416,453206211,17,326.0,105,63914, 
49101,827761438,2,332.0,105,2488, 
20202,791089972,1,331.0,105,1194, 
78030,957502867,9,118.0,105,447, 
2678,749865150,1,326.0,105,1061, 
17247,831673553,1,252.0,105,1680, 
52872,310258991,10,251.0,105,1078, 
33532,490935772,3,314.0,105,735, 
3186,449939743,2,326.0,105,271, 
20310,183100023,68,410.0,105,3603, 
91250,803430578,32,411.0,105,38484, 
33332,751992520,0,136.0,105,81, 
57425,781119524,28,411.0,105,23765, 
34542,834598484,1,232.0,105,630, 
9464,321774903,7,335.0,105,31690, 
13015,341469799,0,100.0,105,2410, 
6425,791346273,10,413.0,105,630, 
56540,403880206,2,344.0,105,8826, 
38832,484563812,1,326.0,105,51450, 
35239,193401288,52,100.0,105,5308, 
85375,499189181,25,331.0,105,1470, 
45867,503788853,2,413.0,105,1946, 
36743,753999275,30,110.0,105,4485, 
94274,498406354,2,413.0,105,735, 
17753,798284154,1,312.0,105,7964, 
54361,525079737,0,413.0,105,241, 
27352,779219161,16,336.0,105,15658, 
27339,499366383,4,330.0,105,24659, 
56606,538757667,7,312.0,105,738, 
67632,750410169,1,344.0,105,768, 
86917,484358437,73,315.0,105,1435, 
77873,491498416,2,336.0,105,868, 
37955,383013406,5,326.0,105,357, 
76806,823091772,1,100.0,105,56, 
4997,327389227,9,300.0,105,13180, 
8255,380514281,5,133.0,105,1682, 
67724,499750701,4,333.0,105,16800, 
73038,477836589,1,315.0,105,287, 
87971,440217578,10,330.0,105,620, 
4844,823716113,1,222.0,105,551, 
76614,451328348,12,331.0,105,1119, 
50026,788868081,1,315.0,105,1126, 
49477,451533970,3,331.0,105,6060, 
46317,319428967,5,311.0,105,704, 
34801,478326416,2,125.0,105,1331, 
92896,812138733,2,413.0,105,1767, 
69184,511648057,3,314.0,105,812, 
92840,320772015,50,413.0,105,6425, 
69238,800195935,1,313.0,105,18, 
7092,514964287,0,221.0,105,790, 
12491,482815941,1,312.0,105,1456, 
83997,500592183,7,326.0,105,1378, 
41542,412367534,3,210.0,105,1043, 
38445,428788004,3,210.0,105,1848, 
33684,537653404,2,415.0,105,2506, 
24370,491995650,3,335.0,105,1260, 
63429,494405533,1,300.0,105,2387, 
90630,449495621,0,120.0,105,7560, 
23176,782619795,5,311.0,105,8235, 
58486,389310731,1,131.0,105,320, 
63196,382487627,3,314.0,105,826, 
65407,424786713,1,100.0,105,2141, 
10640,504041625,1,211.0,105,632, 
50468,529669129,1,320.0,105,224, 
45174,433467719,18,125.0,105,2021, 
58455,377850508,1,331.0,105,3366, 
33799,808005771,5,336.0,105,7262, 
91636,515192128,1,315.0,105,735, 
45311,837909696,1,128.0,105,735, 
42670,801941253,3,413.0,105,1544, 
26768,349157198,1,120.0,105,820, 
59229,539250126,735,336.0,105,735, 
27961,804834299,1,344.0,105,658, 
63653,421401662,1,200.0,105,3526, 
14101,790978480,0,413.0,105,2055, 
7476,480124023,1,326.0,105,731, 
58052,335146965,8,326.0,105,903, 
5602,424210599,15,100.0,105,592, 
3115,752934612,5,332.0,105,3808, 
70685,803106475,0,136.0,105,4712, 
268,528304850,2,315.0,105,800, 
11805,391832979,2450,255.0,105,2450, 
36836,509486635,1,315.0,105,1304, 
9725,488915489,2,232.0,105,1386, 
6740,511366163,1,136.0,105,2770, 
81728,412662090,30,310.0,105,35297, 
86536,824486583,1,320.0,105,10298, 
10260,519882658,2,131.0,105,9921, 
92427,317118941,5,330.0,105,1470, 
78636,776092199,21,210.0,105,7067, 
78793,508756897,9,413.0,105,3015, 
10810,401259056,8,335.0,105,1370, 
91441,832995880,36,310.0,105,1414, 
11797,802508879,7,136.0,105,20683, 
26108,750427312,2,128.0,105,1470, 
57765,483973087,1,331.0,105,2793, 
2765,389663832,6,313.0,105,2666, 
26013,778196121,5,999.0,105,355, 
64858,351511837,0,331.0,105,591, 
24512,525102604,1,326.0,105,566, 
86869,656780541,11,250.0,105,2538, 
9226,331329383,0,330.0,1050,10230, 
27041,538081993,0,331.0,1050,2100, 
62206,392827275,3,331.0,1050,7850, 
11119,775672231,32,315.0,1050,15136, 
22586,784855777,20,345.0,1051,10101, 
66375,407510007,0,336.0,1052,53306, 
67149,538389149,4,331.0,1052,19847, 
39873,518372388,1,128.0,1053,10533, 
27850,775672272,536,330.0,1053,35517, 
35065,750214751,1,312.0,1054,7378, 
47623,483598603,41,312.0,1054,8508, 
19141,807745252,3,344.0,1056,4485, 
73471,440493385,9,314.0,1056,7392, 
78838,447795774,21,227.0,1057,13681, 
31288,394854210,1,312.0,1058,26717, 
40482,793721721,1,344.0,1058,8073, 
4396,383474814,12654,136.0,1058,15631, 
43286,130002082,11,221.0,1059,5780, 
19302,812764538,6,344.0,1059,12264, 
68060,808988968,6,252.0,106,6436, 
58697,779470624,80,131.0,106,272, 
75619,325992980,2,336.0,106,1668, 
51390,500500301,1,310.0,106,205, 
1476,802354472,45,221.0,106,15112, 
87245,829213131,1,320.0,106,840, 
10256,449038330,15,133.0,106,1858, 
36315,198607186,45,210.0,106,14267, 
70469,792085821,1,320.0,106,257, 
20223,508030103,1,315.0,106,483, 
19467,512986746,2,128.0,106,424, 
79458,490600897,1,311.0,106,457, 
34664,395228471,2,324.0,106,2840, 
47573,384313565,1,314.0,106,775, 
72172,823120472,5,326.0,106,3395, 
68039,478312622,22,125.0,106,4991, 
38500,784579682,52,100.0,106,1484, 
38412,780684700,10,330.0,106,2836, 
28668,514988450,1,315.0,106,43, 
66355,807572490,1,313.0,106,22048, 
37783,750524480,1,128.0,106,217, 
41168,501520902,8,255.0,106,1183, 
82109,820925832,5,344.0,106,30, 
87602,530291715,1,232.0,106,795, 
31099,391798899,1,315.0,106,1484, 
67063,423486257,1,310.0,106,867, 
28896,484212329,18,315.0,106,1828, 
26792,440094373,8,201.0,106,22949, 
29076,481452555,0,312.0,106,555, 
74548,518543087,1,326.0,106,448, 
84578,351306386,4,326.0,106,303, 
74590,820354520,6,136.0,106,6215, 
70009,832819171,7,311.0,106,2303, 
26815,491190450,3,300.0,106,599, 
79135,818944977,2,255.0,106,4204, 
43706,330139403,1,311.0,106,1400, 
9854,780245791,8,314.0,106,2058, 
49778,393387097,9,314.0,106,1386, 
35164,817786619,7,243.0,106,25987, 
70352,797899242,1,331.0,106,1694, 
42577,483884722,1,200.0,106,742, 
48964,264302845,35,331.0,106,138880, 
1770,791109481,1,313.0,106,742, 
45042,488107046,1,413.0,106,165, 
33662,449357847,7,326.0,106,1294, 
19930,752306621,1,310.0,106,1446, 
28961,507832558,1,413.0,106,130, 
32703,539216846,44,125.0,106,7420, 
61790,831154273,1,120.0,106,842, 
36184,343510996,4,252.0,106,182, 
23023,187900014,118,125.0,106,2267, 
47209,482311644,1,315.0,106,105, 
62783,781194782,60,211.0,106,7387, 
87906,798075784,5,331.0,106,1484, 
87477,433976628,2,225.0,106,1354, 
48540,522165059,1,312.0,106,742, 
23110,189400013,60,136.0,106,2160, 
83209,447687120,2,128.0,106,415, 
18485,398237313,2,413.0,106,2406, 
12282,818443491,0,414.0,106,744, 
39777,784809683,36,315.0,106,1183, 
88329,524725272,1,330.0,106,888, 
73361,421845413,1,212.0,106,987, 
85607,382927630,10,251.0,106,1394, 
64317,522537406,1,312.0,106,1187, 
91101,786116681,1210,100.0,106,1697,
40837,430648923,1,113.0,106,742, 
5390,483455390,1,413.0,106,649, 
50014,479017626,1,326.0,106,848, 
37516,448071878,5,326.0,106,5565, 
59830,390101657,3,311.0,106,1136, 
57997,320422223,4,314.0,106,600, 
40869,798239547,1,312.0,106,56, 
44286,518039656,1,413.0,106,2132, 
44231,327796439,8,123.0,106,848, 
27448,491975124,2,124.0,106,424, 
44209,190300384,163,100.0,106,3048, 
84695,753257575,1,410.0,106,451, 
57750,835080391,9,326.0,106,848, 
690,348653254,43,133.0,106,2329, 
35864,483947610,2,100.0,106,1170, 
2588,520188210,6,321.0,106,549, 
90970,439170424,5,331.0,106,258, 
37948,498519560,4,413.0,106,1023, 
3410,443078761,2,333.0,1060,9884, 
32294,808609176,10,333.0,1060,95226, 
38309,753457985,3,100.0,1060,597, 
80352,388574105,65,136.0,1060,36299, 
74693,403503741,75,314.0,1061,8455, 
3434,786152025,71,415.0,1062,44372, 
32233,517733374,27,200.0,1062,8496, 
22382,494837115,11,331.0,1062,4040, 
24096,493484745,13,999.0,1063,9912, 
32859,784280828,69,332.0,1064,21020, 
79619,821351715,14,344.0,1064,12474, 
14290,414119735,84,314.0,1065,9570, 
21499,320401656,3,100.0,1065,1519, 
39305,489455584,18,313.0,1065,71078, 
1078,499774974,76,310.0,1065,23058, 
13919,510676281,1,310.0,1066,21090, 
22026,319179974,63,128.0,1067,7888, 
40045,834823288,6,333.0,1067,7469, 
48043,449208164,14,227.0,1067,22599, 
22982,184600021,41,210.0,1067,17477, 
33399,448758995,3,333.0,1068,2475, 
15976,383122942,13,310.0,1068,15171, 
8171,831390869,3,344.0,1068,7849, 
47530,268900057,224,331.0,1068,441990, 
41318,529551178,2,331.0,1068,7476, 
30504,448309203,3,413.0,1069,677746, 
88968,417531431,49,100.0,1069,12498, 
82215,352483572,7,255.0,107,359, 
31444,809449275,5,323.0,107,8960, 
49715,508464104,1,331.0,107,189, 
80567,404351280,1,312.0,107,1256, 
22920,433702479,2,100.0,107,1238, 
15653,449942192,1,313.0,107,686, 
94276,422203026,3,343.0,107,495, 
21268,433797784,1,225.0,107,1121, 
43130,519147037,13,311.0,107,2878, 
75154,531159119,1,324.0,107,1857, 
8698,454058462,20,331.0,107,856, 
1729,524667813,1,413.0,107,690, 
832,829024777,2,100.0,107,105, 
59364,789497948,1,315.0,107,1260, 
31703,450094925,1,311.0,107,3409, 
55669,524627700,1,333.0,107,715, 
3411,402305288,95,999.0,107,29324, 
87153,440570265,4,313.0,107,888, 
1791,789186301,2,330.0,107,15692, 
2076,512808676,20,100.0,107,3288, 
6030,505249128,1,312.0,107,1897, 
12508,833582919,1,315.0,107,578, 
17431,709801781,3,116.0,107,416, 
53416,302695614,65,312.0,107,2436, 
57030,499548592,1,324.0,107,1292, 
92935,452926918,5,326.0,107,567, 
38513,380162693,8,120.0,107,147, 
55373,818729220,1,312.0,107,9112, 
32334,479817918,6,110.0,107,684, 
7046,792305088,11,315.0,107,1141, 
11348,793068727,3,330.0,107,1575, 
86185,800830788,3,331.0,107,3840, 
6967,775660970,5,315.0,107,854, 
26848,778556423,3,211.0,107,372, 
11318,785501065,8,323.0,107,3450, 
61053,487653933,1,315.0,107,3745, 
6411,528590615,4,313.0,107,247, 
22056,409968963,2,414.0,107,749, 
40729,821381647,5,311.0,107,9916, 
54350,785658170,6,125.0,107,18480, 
87099,812145969,1,344.0,107,749, 
75680,829740067,1,336.0,107,2317, 
27781,451433817,31,324.0,107,38971, 
65009,539120881,2,221.0,107,1575, 
69081,811382928,63,255.0,107,1397, 
16776,800462632,1,122.0,107,4937, 
86409,829464866,1,136.0,107,898, 
30378,501886717,1,413.0,107,1269, 
85540,322334814,6,200.0,107,1938, 
3791,130022767,161,120.0,107,1845, 
3497,780806923,107,120.0,107,12333, 
62042,349411751,10,128.0,107,718, 
68982,392844122,7,200.0,107,347, 
94333,972503387,6,326.0,107,792, 
6744,798092573,1,413.0,107,616, 
9512,510438047,15,331.0,107,3646, 
89620,499129997,52,100.0,107,862, 
28760,310130570,3,326.0,107,1960, 
15857,520528001,1,413.0,107,1182, 
31135,452474430,1,999.0,107,1449, 
29742,337957328,10,312.0,107,1141, 
7324,702034802,15,314.0,107,3631, 
84516,243100633,6,415.0,107,5854, 
11485,312194376,12,310.0,107,749, 
85958,490918075,9,200.0,107,1932, 
73623,751373069,1,331.0,107,3496, 
79421,420969313,2,232.0,107,3605, 
7951,408750842,43,335.0,107,22543, 
25605,522588979,5,326.0,107,2065, 
9720,449083609,4,423.0,107,2352, 
48606,824970172,8,136.0,107,2359, 
59453,449648674,1,300.0,107,22418, 
5779,349197038,3,123.0,107,543, 
5749,527864383,20,312.0,107,35558, 
38446,401534672,126,210.0,107,1422, 
78849,519100556,3,300.0,107,68587, 
17021,197714363,65,210.0,107,41952, 
9792,518401989,3,210.0,107,2629, 
5332,798490280,21,100.0,107,987, 
79409,500521505,5,136.0,107,1421, 
90036,331616581,23,125.0,107,8667, 
83813,384636759,1,100.0,107,67731, 
34332,398100867,6,201.0,107,3163, 
93449,834969008,2,100.0,1070,265, 
18703,534278627,6,331.0,1070,1080535, 
35890,352130157,33,333.0,1071,131763, 
7389,393013677,67,300.0,1071,18150, 
18041,399301860,0,310.0,1071,7347, 
54088,712056266,4,344.0,1071,4683, 
37876,527473037,1,312.0,1072,15813, 
61283,753265016,3,331.0,1072,6582, 
62149,388574667,4,326.0,1072,10737, 
20605,519624563,15,333.0,1074,7701, 
71792,493628325,16,331.0,1075,32879, 
30739,194909701,0,100.0,1075,245070, 
90873,483020558,24,344.0,1076,8608, 
19396,750889727,12,315.0,1076,9591, 
6504,537508848,1,100.0,1077,7511, 
72823,811847243,87,331.0,1077,9658, 
76985,524499837,1,413.0,1077,8078, 
21970,180014045,13674,310.0,1077845,15302972, 
3872,477869333,8,344.0,1078,15279, 
10914,429567324,11,333.0,1078,8984, 
50693,808513386,7,326.0,1078,34951, 
78751,508047529,21,311.0,1079,12831, 
29207,533569745,9,344.0,1079,8269, 
18195,489782441,19,123.0,1079,30272, 
54212,389749045,6,255.0,108,1494, 
6422,381037795,7,112.0,108,410, 
28345,429527260,1,333.0,108,161, 
12445,423998947,1,315.0,108,63, 
48276,498994078,7,136.0,108,47000, 
45831,421910621,1,413.0,108,1312, 
32110,435395843,108,326.0,108,74648, 
81514,424864668,6,222.0,108,756, 
82010,524681996,2,227.0,108,1495, 
81008,521672014,2,122.0,108,1620, 
8303,531589786,8186,413.0,108,1359, 
81608,388625766,1,251.0,108,516, 
49986,451989636,10,124.0,108,1105, 
37576,442665436,9,200.0,108,2220, 
27356,382385227,2,413.0,108,1695, 
67482,817845258,5,999.0,108,1875, 
89759,513334839,2,312.0,108,68116, 
40285,510283419,1,411.0,108,154, 
51142,751195702,1,312.0,108,3240, 
84547,351627930,2,128.0,108,1310, 
4736,333938488,1,326.0,108,747, 
60622,519329239,1,322.0,108,931, 
48293,828518415,4,344.0,108,1463, 
62245,813680410,1,100.0,108,806, 
60352,790418131,3,326.0,108,2647, 
20948,501390231,3,314.0,108,14334, 
72321,389338583,8,210.0,108,882, 
58382,509303889,2,326.0,108,756, 
8583,500819289,28,310.0,108,26940, 
24139,313499105,6,423.0,108,1141, 
78811,490728342,1,333.0,108,756, 
22705,191600063,28,210.0,108,27683, 
78804,501157564,2,315.0,108,4104, 
24447,490234333,1,133.0,108,756, 
20289,452772015,3,421.0,108,15465, 
28050,775594815,26,226.0,108,2598, 
17867,503885246,1,314.0,108,1151, 
66136,539268995,1,333.0,108,1321, 
31841,822074407,1,128.0,108,1782, 
30838,438080160,37,323.0,108,3809, 
56331,382755908,1,333.0,108,780, 
35697,502563927,81,136.0,108,586,
90600,491930103,2,300.0,108,756, 
89447,443371083,0,331.0,108,1048, 
79438,483725933,1,312.0,108,124, 
39410,352062459,1,412.0,108,120, 
60234,750082091,0,128.0,108,104, 
86422,828940643,1,100.0,108,1272, 
80699,379288186,2,413.0,108,2401, 
50894,494710288,0,300.0,108,756, 
88871,530924760,1,331.0,108,3024, 
58011,484946082,2,326.0,108,973, 
64679,510222870,1,413.0,108,1260, 
51760,539090159,1,344.0,108,805, 
25792,423719269,15,411.0,108,1988, 
84229,510437825,1,100.0,108,2730, 
29917,518259122,1,124.0,108,98, 
4990,434344701,1,333.0,108,503, 
11646,784203176,10,330.0,108,2088, 
22043,180500019,85,136.0,108,2479, 
75218,412914442,1,221.0,108,507, 
74097,315882514,4,312.0,108,790, 
23359,539789008,1,413.0,108,795, 
29266,381725043,39,136.0,108,22276, 
41669,810131821,3,232.0,108,1232, 
25848,338904436,14,310.0,108,864, 
45440,817603517,6,336.0,108,1654, 
83295,548202985,5,250.0,108,2324, 
84141,821351202,1,221.0,108,8640, 
92382,810989228,1,413.0,108,301, 
50353,410787212,1,413.0,108,249, 
11658,340260330,14,133.0,108,1298, 
33946,384935557,3,326.0,108,381, 
90787,421118910,2,312.0,108,952, 
70221,320623499,1,310.0,108,5642, 
17301,340194703,4,201.0,108,2647, 
6943,499782191,8,326.0,108,1953, 
19328,449928951,10,312.0,108,1111, 
41353,422190694,4,100.0,108,1184, 
92592,789420742,1,211.0,108,48, 
29037,529433658,4,312.0,108,304, 
14216,408969988,1,200.0,108,1174, 
59504,505352351,11,311.0,108,9724, 
69934,487795031,1,413.0,108,1459, 
40016,842649949,2,221.0,108,182, 
47047,750389827,3,413.0,108,57, 
70537,381540772,4,313.0,108,2640, 
47430,409404084,12,121.0,108,432, 
61464,794233379,1,134.0,108,4335, 
85171,413750456,1,413.0,108,1728, 
74341,814426953,4,331.0,108,1414, 
13233,539866434,1,311.0,108,9194, 
12086,419964317,1,326.0,108,7652, 
1784,515197200,21,336.0,108,74107, 
63434,304641780,1,331.0,108,670, 
55636,817904394,9,255.0,108,1640, 
55223,828858969,1,315.0,108,3866, 
80271,819303033,1,313.0,1080,504, 
41672,384174348,7,120.0,1080,1866240, 
30455,838107290,8,333.0,1080,6480, 
12565,479508947,48,312.0,1081,13768, 
44124,422881458,1,413.0,1081,10419, 
74394,491307336,17,413.0,1081,12887, 
74325,432559136,11,331.0,1082,7438, 
71495,494474315,15,315.0,1082,7574, 
43838,449553692,35,313.0,1084,4406, 
16455,301850251,6,344.0,1084,3206, 
38258,305493173,24,252.0,1085,17592, 
58047,445142029,65,136.0,1085,13365, 
21927,380168666,4,332.0,1085,69100, 
43260,183300417,48,333.0,1085,29385, 
38967,801650805,2,344.0,1085,8608, 
37186,529274250,7,326.0,1085,2508, 
49872,399919539,27,415.0,1085,10973, 
83492,491795548,28,344.0,1086,6729, 
49543,802466987,25,331.0,1086,21434, 
81517,450488978,12,300.0,1086,7038, 
21803,268300126,34,331.0,1087,15225, 
30103,753516806,1,333.0,1087,6376, 
19604,529046864,3,413.0,1087,4784, 
41341,339175705,31,120.0,1087,17088, 
20701,332665371,40,310.0,1087,7445, 
44447,265613349,0,331.0,1087,3587, 
71999,682019278,19,124.0,1087,22638, 
21569,435086285,156,212.0,10875,905435, 
14847,338609282,15,231.0,1088,62740, 
18973,403822596,6,331.0,1088,678, 
52354,501474589,1,313.0,1088,5161, 
49626,305220436,53,333.0,1089,18196, 
59318,440535599,1,124.0,1089,5200, 
58653,193500303,431,100.0,1089,61329,
18847,398724039,6,320.0,109,601, 
88559,534946678,1,312.0,109,1323, 
82231,529452971,3,314.0,109,948, 
3594,530054485,3,330.0,109,2193, 
63780,494313182,14,125.0,109,3236, 
65987,538969031,1,324.0,109,1703, 
5760,794637280,21,312.0,109,29060, 
36620,840165518,1,331.0,109,92, 
46184,477925176,3,336.0,109,910, 
65355,510319601,1,413.0,109,7292, 
18911,524831377,1,413.0,109,1451, 
68505,528266190,2,333.0,109,1642, 
5710,798338026,3,124.0,109,13298, 
46917,352636922,125,200.0,109,25916,
46608,442999371,1,120.0,109,1306, 
88423,393918271,1,315.0,109,3882, 
21353,286400031,5,344.0,109,186, 
28368,352179980,1,326.0,109,1799, 
83186,791425846,1,128.0,109,147, 
35459,793137217,1,331.0,109,763, 
29384,502261597,1,320.0,109,7161, 
3358,400816799,6,326.0,109,763, 
69169,409568607,5,125.0,109,480, 
51488,313736225,1,326.0,109,2275, 
59096,532536265,2,330.0,109,646, 
49337,828411629,17,221.0,109,1824, 
32743,450908504,33,128.0,109,1519, 
64200,479846354,1,312.0,109,763, 
71570,530432814,1,324.0,109,1470, 
35316,317780153,2,100.0,109,223, 
35752,453035230,119,136.0,109,11545, 
35210,194805149,63,210.0,109,50700, 
64731,833829021,1,100.0,109,654, 
48449,488748484,2,312.0,109,1186, 
84876,821491222,2,334.0,109,1243, 
87881,793176850,10,210.0,109,3065, 
32858,420570764,10,336.0,109,17562, 
17969,326142601,1,315.0,109,1927, 
4361,793986787,1,413.0,109,642, 
70720,505228536,5,344.0,109,4438, 
92716,401341789,2,311.0,109,756, 
2103,520549403,3,315.0,109,2616, 
62373,392757472,1,200.0,109,2068, 
55728,839689668,5,131.0,109,4951, 
45585,430252544,7,411.0,109,1974, 
59804,338897077,1,326.0,109,2693, 
78851,483520953,2,314.0,109,1705, 
